"timestamp", "dataset", "name", "split", "acc_mean", "acc_std", "n_way", "n_shot", "n_query"
20231209-140650,tabula_muris,relationnet_5w_5s_fc-conc_sum_7lg_2lf,val,82.59333333333333,10.549521316154587,5,5,15
20231209-140650,tabula_muris,relationnet_5w_5s_fc-conc_sum_7lg_2lf,test,78.86666666666666,10.2886489052886,5,5,15
20231209-140933,tabula_muris,relationnet_5w_5s_fc-conc_sum_7lg_1lf,train,93.91555555555556,7.702158107061479,5,5,15
20231209-140933,tabula_muris,relationnet_5w_5s_fc-conc_sum_7lg_1lf,val,79.04222222222222,11.636646880320978,5,5,15
20231209-140933,tabula_muris,relationnet_5w_5s_fc-conc_sum_7lg_1lf,test,75.70222222222223,11.820142674244934,5,5,15
20231209-141214,tabula_muris,relationnet_5w_5s_fc-conc_sum_2lg_2lf,train,96.48222222222222,4.70162094454379,5,5,15
20231209-141214,tabula_muris,relationnet_5w_5s_fc-conc_sum_2lg_2lf,val,80.45777777777778,10.705107584469282,5,5,15
20231209-141214,tabula_muris,relationnet_5w_5s_fc-conc_sum_2lg_2lf,test,80.66888888888889,10.228210564806764,5,5,15
20231209-141526,tabula_muris,relationnet_5w_5s_fc-conc_sum_2lg_1lf,train,95.14444444444445,5.664171563977636,5,5,15
20231209-141526,tabula_muris,relationnet_5w_5s_fc-conc_sum_2lg_1lf,val,81.29555555555557,11.261013484201056,5,5,15
20231209-141526,tabula_muris,relationnet_5w_5s_fc-conc_sum_2lg_1lf,test,75.00888888888889,11.555530769204186,5,5,15
20231209-141817,tabula_muris,relationnet_5w_5s_fc-diff_sum_7lg_2lf,train,96.54222222222222,4.563550707697725,5,5,15
20231209-141817,tabula_muris,relationnet_5w_5s_fc-diff_sum_7lg_2lf,val,87.36222222222223,9.09305283590408,5,5,15
20231209-141817,tabula_muris,relationnet_5w_5s_fc-diff_sum_7lg_2lf,test,85.23777777777778,9.427449021963916,5,5,15
20231209-142055,tabula_muris,relationnet_5w_5s_fc-diff_sum_7lg_1lf,train,96.77333333333333,4.515704284514786,5,5,15
20231209-142055,tabula_muris,relationnet_5w_5s_fc-diff_sum_7lg_1lf,val,85.06888888888888,9.75027419684084,5,5,15
20231209-142055,tabula_muris,relationnet_5w_5s_fc-diff_sum_7lg_1lf,test,80.83111111111111,10.226309327862902,5,5,15
20231209-142330,tabula_muris,relationnet_5w_5s_fc-diff_sum_2lg_2lf,train,97.36444444444446,4.325864789014966,5,5,15
20231209-142330,tabula_muris,relationnet_5w_5s_fc-diff_sum_2lg_2lf,val,80.19555555555556,11.689449923164599,5,5,15
20231209-142330,tabula_muris,relationnet_5w_5s_fc-diff_sum_2lg_2lf,test,74.57333333333334,12.405143497162182,5,5,15
20231209-142630,tabula_muris,relationnet_5w_5s_fc-diff_sum_2lg_1lf,train,95.87555555555556,5.438075185982175,5,5,15
20231209-142630,tabula_muris,relationnet_5w_5s_fc-diff_sum_2lg_1lf,val,78.26,12.73190044293816,5,5,15
20231209-142630,tabula_muris,relationnet_5w_5s_fc-diff_sum_2lg_1lf,test,67.41555555555554,14.802574183875445,5,5,15
20231209-142932,tabula_muris,relationnet_5w_5s_l1_sum_7lg_2lf,train,97.38,3.565374636177284,5,5,15
20231209-142932,tabula_muris,relationnet_5w_5s_l1_sum_7lg_2lf,val,88.28888888888889,7.894833441037779,5,5,15
20231209-142932,tabula_muris,relationnet_5w_5s_l1_sum_7lg_2lf,test,86.88444444444444,8.089498145553504,5,5,15
20231209-143212,tabula_muris,relationnet_5w_5s_l1_sum_7lg_1lf,train,98.41333333333333,2.753228408008799,5,5,15
20231209-143212,tabula_muris,relationnet_5w_5s_l1_sum_7lg_1lf,val,87.19555555555556,8.890709813488142,5,5,15
20231209-143212,tabula_muris,relationnet_5w_5s_l1_sum_7lg_1lf,test,86.65777777777777,7.772310459351403,5,5,15
20231209-143450,tabula_muris,relationnet_5w_5s_l1_sum_2lg_2lf,train,98.03111111111112,2.830350499605532,5,5,15
20231209-143450,tabula_muris,relationnet_5w_5s_l1_sum_2lg_2lf,val,88.38666666666667,8.123042670220453,5,5,15
20231209-143450,tabula_muris,relationnet_5w_5s_l1_sum_2lg_2lf,test,87.22444444444444,8.390470491082631,5,5,15
20231209-143755,tabula_muris,relationnet_5w_5s_l1_sum_2lg_1lf,train,98.38222222222221,2.8151407218735294,5,5,15
20231209-143755,tabula_muris,relationnet_5w_5s_l1_sum_2lg_1lf,val,87.1711111111111,8.90328584093716,5,5,15
20231209-143755,tabula_muris,relationnet_5w_5s_l1_sum_2lg_1lf,test,86.84,7.724105605661242,5,5,15
20231209-144147,swissprot,protonet_5w_1s,train,55.58444444444445,14.186766742894026,5,1,15
20231209-144147,swissprot,protonet_5w_1s,val,56.148888888888884,13.030280214528611,5,1,15
20231209-144147,swissprot,protonet_5w_1s,test,52.96444444444444,11.766125053110395,5,1,15
20231209-144505,swissprot,protonet_5w_5s,train,89.87777777777778,7.827957177977337,5,5,15
20231209-144505,swissprot,protonet_5w_5s,val,71.67333333333333,9.961850936150071,5,5,15
20231209-144505,swissprot,protonet_5w_5s,test,61.086666666666666,7.658733093181442,5,5,15
20231209-144807,swissprot,protonet_5w_10s,train,97.62666666666667,3.5230289997860273,5,10,15
20231209-144807,swissprot,protonet_5w_10s,val,69.46000000000001,9.382660919266236,5,10,15
20231209-144807,swissprot,protonet_5w_10s,test,64.68,5.9434221343151,5,10,15
20231209-145054,swissprot,protonet_5w_20s,train,97.89333333333333,3.3608464542268055,5,20,15
20231209-145054,swissprot,protonet_5w_20s,val,65.67111111111112,7.447891739145024,5,20,15
20231209-145054,swissprot,protonet_5w_20s,test,69.9511111111111,5.548224496334696,5,20,15
20231209-145331,swissprot,protonet_5w_30s,train,96.50444444444445,4.243380320358981,5,30,15
20231209-145331,swissprot,protonet_5w_30s,val,69.52222222222223,6.163923313708887,5,30,15
20231209-145331,swissprot,protonet_5w_30s,test,69.92,5.244775884065406,5,30,15
20231209-145602,swissprot,protonet_5w_40s,train,98.32,2.324389206906878,5,40,15
20231209-145602,swissprot,protonet_5w_40s,val,72.44,6.620430779315172,5,40,15
20231209-145602,swissprot,protonet_5w_40s,test,65.24444444444445,6.339577818244701,5,40,15
20231209-145828,swissprot,protonet_5w_50s,train,97.59777777777778,2.8155117071039695,5,50,15
20231209-145828,swissprot,protonet_5w_50s,val,76.9,4.804820110711357,5,50,15
20231209-145828,swissprot,protonet_5w_50s,test,66.64722222222221,6.05718059235442,5,50,15
20231209-150050,swissprot,protonet_5w_70s,train,98.45555555555556,2.1067498811506775,5,70,15
20231209-150050,swissprot,protonet_5w_70s,val,77.54,4.706051266031695,5,70,15
20231209-150050,swissprot,protonet_5w_70s,test,72.27777777777777,7.10742091751751,5,70,15
20231209-150309,swissprot,protonet_5w_90s,train,97.15555555555557,3.1922746253965406,5,90,15
20231209-150309,swissprot,protonet_5w_90s,val,62.13611111111112,5.92366500561649,5,90,15
20231209-150309,swissprot,protonet_5w_90s,test,90.58333333333333,5.735892516684996,5,90,15
20231209-150628,swissprot,protonet_10w_5s,train,88.81888888888888,6.710175707438022,10,5,15
20231209-150628,swissprot,protonet_10w_5s,val,62.42444444444444,6.221277309204654,10,5,15
20231209-150628,swissprot,protonet_10w_5s,test,53.67901234567901,4.968794559251464,10,5,15
20231209-150947,swissprot,protonet_20w_5s,train,78.76277777777779,5.478596710251654,20,5,15
20231209-150947,swissprot,protonet_20w_5s,val,57.79111111111111,3.6173090969504735,20,5,15
20231209-150947,swissprot,protonet_20w_5s,test,56.079012345679004,4.665919333980685,20,5,15
20231209-151309,swissprot,protonet_30w_5s,train,98.14962962962963,1.1082917316366954,30,5,15
20231209-151309,swissprot,protonet_30w_5s,val,56.248148148148154,3.840008501933889,30,5,15
20231209-151309,swissprot,protonet_30w_5s,test,49.22345679012346,5.185414310046433,30,5,15
20231209-151635,swissprot,protonet_40w_5s,train,82.38027777777778,3.1200471738875937,40,5,15
20231209-151635,swissprot,protonet_40w_5s,val,57.972592592592605,3.8140186871531396,40,5,15
20231209-151635,swissprot,protonet_40w_5s,test,55.248148148148154,5.016448937757697,40,5,15
20231209-152007,swissprot,protonet_50w_5s,train,89.43911111111112,1.612032288375587,50,5,15
20231209-152007,swissprot,protonet_50w_5s,val,56.99703703703703,3.67110722505997,50,5,15
20231209-152007,swissprot,protonet_50w_5s,test,52.272839506172836,5.092935865722037,50,5,15
20231209-152416,swissprot,matchingnet_5w_1s,train,90.30666666666667,9.401695670541644,5,1,15
20231209-152416,swissprot,matchingnet_5w_1s,val,55.64222222222222,12.800439614364329,5,1,15
20231209-152416,swissprot,matchingnet_5w_1s,test,53.43111111111111,11.28601538231614,5,1,15
20231209-152904,swissprot,matchingnet_5w_5s,train,93.82,6.268809326368954,5,5,15
20231209-152904,swissprot,matchingnet_5w_5s,val,69.96,9.698791066321006,5,5,15
20231209-152904,swissprot,matchingnet_5w_5s,test,64.42888888888889,7.471609144613798,5,5,15
20231209-153505,swissprot,matchingnet_5w_10s,train,85.38444444444444,8.911435571815424,5,10,15
20231209-153505,swissprot,matchingnet_5w_10s,val,72.65777777777777,8.543045399116057,5,10,15
20231209-153505,swissprot,matchingnet_5w_10s,test,69.6088888888889,6.321362566042073,5,10,15
20231209-154338,swissprot,matchingnet_5w_20s,train,72.57333333333334,9.075005968776733,5,20,15
20231209-154338,swissprot,matchingnet_5w_20s,val,65.75555555555555,7.030901808937,5,20,15
20231209-154338,swissprot,matchingnet_5w_20s,test,71.39555555555555,5.401424594893553,5,20,15
20231209-155446,swissprot,matchingnet_5w_30s,train,64.16666666666667,10.775503769266727,5,30,15
20231209-155446,swissprot,matchingnet_5w_30s,val,62.27111111111112,6.912188554812719,5,30,15
20231209-155446,swissprot,matchingnet_5w_30s,test,59.68666666666667,6.128951333176373,5,30,15
20231209-160846,swissprot,matchingnet_5w_40s,train,55.69777777777779,11.121573740668888,5,40,15
20231209-160846,swissprot,matchingnet_5w_40s,val,55.69111111111112,6.574202857371876,5,40,15
20231209-160846,swissprot,matchingnet_5w_40s,test,41.90555555555556,7.068996383967333,5,40,15
20231209-162526,swissprot,matchingnet_5w_50s,train,74.03777777777778,9.659310355465854,5,50,15
20231209-162526,swissprot,matchingnet_5w_50s,val,77.85555555555555,4.6478854876355165,5,50,15
20231209-162526,swissprot,matchingnet_5w_50s,test,68.175,5.837135665527895,5,50,15
20231209-164812,swissprot,matchingnet_5w_70s,train,20.0,0.0,5,70,15
20231209-164812,swissprot,matchingnet_5w_70s,val,20.0,0.0,5,70,15
20231209-164812,swissprot,matchingnet_5w_70s,test,33.33333333333332,7.105427357601002e-15,5,70,15
20231209-171525,swissprot,matchingnet_5w_90s,train,20.0,0.0,5,90,15
20231209-171525,swissprot,matchingnet_5w_90s,val,25.0,0.0,5,90,15
20231209-171525,swissprot,matchingnet_5w_90s,test,50.0,0.0,5,90,15
20231209-172219,swissprot,matchingnet_10w_5s,train,94.36666666666666,4.642357319453286,10,5,15
20231209-172219,swissprot,matchingnet_10w_5s,val,60.744444444444454,6.474441679537193,10,5,15
20231209-172219,swissprot,matchingnet_10w_5s,test,52.571604938271605,5.226337432357993,10,5,15
20231209-173414,swissprot,matchingnet_20w_5s,train,24.634444444444444,5.123843922604384,20,5,15
20231209-173414,swissprot,matchingnet_20w_5s,val,25.918518518518518,2.8862571108165964,20,5,15
20231209-173414,swissprot,matchingnet_20w_5s,test,27.811111111111114,4.6997441290808,20,5,15
20231209-175303,swissprot,matchingnet_30w_5s,train,26.453703703703706,4.396687476746054,30,5,15
20231209-175303,swissprot,matchingnet_30w_5s,val,32.08444444444444,4.581025097781288,30,5,15
20231209-175303,swissprot,matchingnet_30w_5s,test,33.81975308641975,5.4767474830821,30,5,15
20231209-182117,swissprot,matchingnet_40w_5s,train,48.523611111111116,3.358825841562884,40,5,15
20231209-182117,swissprot,matchingnet_40w_5s,val,56.40148148148148,3.69808729711245,40,5,15
20231209-182117,swissprot,matchingnet_40w_5s,test,52.430864197530866,4.591437363002489,40,5,15
20231209-185111,swissprot,maml_5w_1s,train,90.8488888888889,8.745080027727479,5,1,15
20231209-185111,swissprot,maml_5w_1s,val,49.18888888888889,12.001229360896305,5,1,15
20231209-185111,swissprot,maml_5w_1s,test,51.63333333333333,12.709124747670543,5,1,15
20231209-185840,swissprot,maml_5w_5s,train,94.19333333333333,6.963052757498231,5,5,15
20231209-185840,swissprot,maml_5w_5s,val,51.76222222222222,11.738120025301967,5,5,15
20231209-185840,swissprot,maml_5w_5s,test,42.06666666666667,7.433358246096768,5,5,15
20231209-190557,swissprot,maml_5w_10s,train,95.38222222222221,6.692658959682414,5,10,15
20231209-190557,swissprot,maml_5w_10s,val,50.12222222222223,10.50360902114772,5,10,15
20231209-190557,swissprot,maml_5w_10s,test,44.59777777777777,7.174935453746751,5,10,15
20231209-191255,swissprot,maml_5w_20s,train,98.73777777777778,2.382835741892316,5,20,15
20231209-191255,swissprot,maml_5w_20s,val,44.04888888888889,7.3048321568333225,5,20,15
20231209-191255,swissprot,maml_5w_20s,test,45.52444444444445,6.813858064884759,5,20,15
20231209-191945,swissprot,maml_5w_30s,train,97.79777777777777,3.501617968177244,5,30,15
20231209-191945,swissprot,maml_5w_30s,val,49.66,6.28248240627741,5,30,15
20231209-191945,swissprot,maml_5w_30s,test,48.18444444444444,5.824474119217297,5,30,15
20231209-195638,swissprot,relationnet_5w_1s_fc-conc_sum_7lg_2lf,train,85.29333333333334,11.898018509165485,5,1,15
20231209-195638,swissprot,relationnet_5w_1s_fc-conc_sum_7lg_2lf,val,52.41555555555556,12.620350213293325,5,1,15
20231209-195638,swissprot,relationnet_5w_1s_fc-conc_sum_7lg_2lf,test,50.97555555555555,12.301255381082749,5,1,15
20231209-200021,swissprot,relationnet_5w_5s_fc-conc_sum_7lg_2lf,train,96.32,4.988116248014245,5,5,15
20231209-200021,swissprot,relationnet_5w_5s_fc-conc_sum_7lg_2lf,val,61.17111111111112,10.551618213031603,5,5,15
20231209-200021,swissprot,relationnet_5w_5s_fc-conc_sum_7lg_2lf,test,50.228888888888896,7.735692807362282,5,5,15
20231209-200347,swissprot,relationnet_5w_10s_fc-conc_sum_7lg_2lf,train,96.50444444444445,4.33866964875037,5,10,15
20231209-200347,swissprot,relationnet_5w_10s_fc-conc_sum_7lg_2lf,val,57.233333333333334,10.004980241341292,5,10,15
20231209-200347,swissprot,relationnet_5w_10s_fc-conc_sum_7lg_2lf,test,49.02444444444445,6.189309381286733,5,10,15
20231209-200654,swissprot,relationnet_5w_20s_fc-conc_sum_7lg_2lf,train,85.93555555555555,9.152631410058808,5,20,15
20231209-200654,swissprot,relationnet_5w_20s_fc-conc_sum_7lg_2lf,val,49.908888888888896,7.850680241030937,5,20,15
20231209-200654,swissprot,relationnet_5w_20s_fc-conc_sum_7lg_2lf,test,49.675555555555555,6.532987141243607,5,20,15
20231209-200954,swissprot,relationnet_5w_30s_fc-conc_sum_7lg_2lf,train,87.80888888888889,8.023608375165422,5,30,15
20231209-200954,swissprot,relationnet_5w_30s_fc-conc_sum_7lg_2lf,val,51.88444444444444,6.118700741614359,5,30,15
20231209-200954,swissprot,relationnet_5w_30s_fc-conc_sum_7lg_2lf,test,54.18666666666667,5.629614814795321,5,30,15
20231209-201250,swissprot,relationnet_5w_40s_fc-conc_sum_7lg_2lf,train,85.57333333333334,8.703947167595649,5,40,15
20231209-201250,swissprot,relationnet_5w_40s_fc-conc_sum_7lg_2lf,val,47.81111111111111,6.189347678985083,5,40,15
20231209-201250,swissprot,relationnet_5w_40s_fc-conc_sum_7lg_2lf,test,45.888888888888886,6.658096343068359,5,40,15
20231209-201541,swissprot,relationnet_5w_50s_fc-conc_sum_7lg_2lf,train,89.20444444444443,7.4667447085868615,5,50,15
20231209-201541,swissprot,relationnet_5w_50s_fc-conc_sum_7lg_2lf,val,55.34,5.12596440790522,5,50,15
20231209-201541,swissprot,relationnet_5w_50s_fc-conc_sum_7lg_2lf,test,45.96111111111111,6.424948959781897,5,50,15
20231209-201833,swissprot,relationnet_5w_70s_fc-conc_sum_7lg_2lf,train,96.81111111111112,2.796271768349626,5,70,15
20231209-201833,swissprot,relationnet_5w_70s_fc-conc_sum_7lg_2lf,val,55.99333333333333,4.948620458718211,5,70,15
20231209-201833,swissprot,relationnet_5w_70s_fc-conc_sum_7lg_2lf,test,53.8,7.393434970190528,5,70,15
20231209-202114,swissprot,relationnet_5w_90s_fc-conc_sum_7lg_2lf,train,98.81333333333333,1.4429804546814167,5,90,15
20231209-202114,swissprot,relationnet_5w_90s_fc-conc_sum_7lg_2lf,val,43.977777777777774,5.77121422061657,5,90,15
20231209-202114,swissprot,relationnet_5w_90s_fc-conc_sum_7lg_2lf,test,69.55,8.770811229848107,5,90,15
20231209-202458,swissprot,relationnet_10w_5s_fc-conc_sum_7lg_2lf,train,95.49777777777778,3.9621817160015884,10,5,15
20231209-202458,swissprot,relationnet_10w_5s_fc-conc_sum_7lg_2lf,val,45.74444444444444,6.963706619074586,10,5,15
20231209-202458,swissprot,relationnet_10w_5s_fc-conc_sum_7lg_2lf,test,39.08271604938271,5.48039014272211,10,5,15
20231209-202839,swissprot,relationnet_20w_5s_fc-conc_sum_7lg_2lf,train,90.80388888888889,3.6550654433350074,20,5,15
20231209-202839,swissprot,relationnet_20w_5s_fc-conc_sum_7lg_2lf,val,42.931111111111115,3.9203000221123996,20,5,15
20231209-202839,swissprot,relationnet_20w_5s_fc-conc_sum_7lg_2lf,test,40.57037037037037,4.915403222845929,20,5,15
20231209-203231,swissprot,relationnet_30w_5s_fc-conc_sum_7lg_2lf,train,98.14740740740741,0.8640031880243981,30,5,15
20231209-203231,swissprot,relationnet_30w_5s_fc-conc_sum_7lg_2lf,val,42.419259259259256,3.526551765186174,30,5,15
20231209-203231,swissprot,relationnet_30w_5s_fc-conc_sum_7lg_2lf,test,36.38765432098765,5.223042868129336,30,5,15
20231209-203632,swissprot,relationnet_40w_5s_fc-conc_sum_7lg_2lf,train,97.93472222222222,0.7375810794518995,40,5,15
20231209-203632,swissprot,relationnet_40w_5s_fc-conc_sum_7lg_2lf,val,40.54518518518518,3.696519254019391,40,5,15
20231209-203632,swissprot,relationnet_40w_5s_fc-conc_sum_7lg_2lf,test,36.425925925925924,4.952137170095385,40,5,15
20231209-204043,swissprot,relationnet_50w_5s_fc-conc_sum_7lg_2lf,train,97.89755555555557,0.5462545420327014,50,5,15
20231209-204043,swissprot,relationnet_50w_5s_fc-conc_sum_7lg_2lf,val,36.977777777777774,3.3578358697820634,50,5,15
20231209-204043,swissprot,relationnet_50w_5s_fc-conc_sum_7lg_2lf,test,27.941975308641975,5.059727246700599,50,5,15
20231209-210051,swissprot,relationnet_5w_5s_cosine_mean_7lg_2lf,train,69.65111111111112,11.483310702552554,5,5,15
20231209-210051,swissprot,relationnet_5w_5s_cosine_mean_7lg_2lf,val,63.948888888888895,9.841426926549689,5,5,15
20231209-210051,swissprot,relationnet_5w_5s_cosine_mean_7lg_2lf,test,49.986666666666665,8.527070618526231,5,5,15
20231209-210416,swissprot,relationnet_5w_5s_cosine_mean_7lg_1lf,train,73.02222222222221,10.720327984663783,5,5,15
20231209-210416,swissprot,relationnet_5w_5s_cosine_mean_7lg_1lf,val,61.44444444444444,11.318923300886794,5,5,15
20231209-210416,swissprot,relationnet_5w_5s_cosine_mean_7lg_1lf,test,53.28666666666667,8.98463956695805,5,5,15
20231209-210752,swissprot,relationnet_5w_5s_cosine_mean_2lg_2lf,train,65.82444444444444,11.016162985067906,5,5,15
20231209-210752,swissprot,relationnet_5w_5s_cosine_mean_2lg_2lf,val,63.10888888888889,10.265944900074128,5,5,15
20231209-210752,swissprot,relationnet_5w_5s_cosine_mean_2lg_2lf,test,50.09777777777778,8.089640990675958,5,5,15
20231209-211125,swissprot,relationnet_5w_5s_cosine_mean_2lg_1lf,train,72.39111111111112,11.083838529282618,5,5,15
20231209-211125,swissprot,relationnet_5w_5s_cosine_mean_2lg_1lf,val,64.80222222222223,10.960372842175863,5,5,15
20231209-211125,swissprot,relationnet_5w_5s_cosine_mean_2lg_1lf,test,52.08222222222222,8.56049813942283,5,5,15
20231209-211459,swissprot,relationnet_5w_5s_euclidean_mean_7lg_2lf,train,81.09333333333333,9.839987955427738,5,5,15
20231209-211459,swissprot,relationnet_5w_5s_euclidean_mean_7lg_2lf,val,63.3,10.961160387342073,5,5,15
20231209-211459,swissprot,relationnet_5w_5s_euclidean_mean_7lg_2lf,test,56.10666666666667,7.80885726927134,5,5,15
20231209-211826,swissprot,relationnet_5w_5s_euclidean_mean_7lg_1lf,train,70.67555555555555,11.797297032962705,5,5,15
20231209-211826,swissprot,relationnet_5w_5s_euclidean_mean_7lg_1lf,val,61.94444444444444,12.139309679968331,5,5,15
20231209-211826,swissprot,relationnet_5w_5s_euclidean_mean_7lg_1lf,test,54.96444444444445,7.652077584422723,5,5,15
20231209-212156,swissprot,relationnet_5w_5s_euclidean_mean_2lg_2lf,train,96.51777777777778,4.877922549104459,5,5,15
20231209-212156,swissprot,relationnet_5w_5s_euclidean_mean_2lg_2lf,val,61.906666666666666,11.130613107468434,5,5,15
20231209-212156,swissprot,relationnet_5w_5s_euclidean_mean_2lg_2lf,test,49.788888888888884,7.640236244812278,5,5,15
20231209-212523,swissprot,relationnet_5w_5s_euclidean_mean_2lg_1lf,train,83.78444444444445,9.410997244490218,5,5,15
20231209-212523,swissprot,relationnet_5w_5s_euclidean_mean_2lg_1lf,val,60.766666666666666,11.26786647128971,5,5,15
20231209-212523,swissprot,relationnet_5w_5s_euclidean_mean_2lg_1lf,test,52.88,7.381787397723208,5,5,15
20231209-212902,swissprot,relationnet_5w_5s_fc-conc_mean_7lg_2lf,train,84.93555555555555,10.19013296657817,5,5,15
20231209-212902,swissprot,relationnet_5w_5s_fc-conc_mean_7lg_2lf,val,56.01777777777779,11.458381158149352,5,5,15
20231209-212902,swissprot,relationnet_5w_5s_fc-conc_mean_7lg_2lf,test,45.62222222222223,7.68949901240181,5,5,15
20231209-213242,swissprot,relationnet_5w_5s_fc-conc_mean_7lg_1lf,train,79.77555555555556,10.666110865149225,5,5,15
20231209-213242,swissprot,relationnet_5w_5s_fc-conc_mean_7lg_1lf,val,56.28888888888889,11.495033817659513,5,5,15
20231209-213242,swissprot,relationnet_5w_5s_fc-conc_mean_7lg_1lf,test,45.17777777777778,8.290259046720337,5,5,15
20231209-213616,swissprot,relationnet_5w_5s_fc-conc_mean_2lg_2lf,train,79.78666666666666,10.402939755451607,5,5,15
20231209-213616,swissprot,relationnet_5w_5s_fc-conc_mean_2lg_2lf,val,51.07333333333333,10.477939435538593,5,5,15
20231209-213616,swissprot,relationnet_5w_5s_fc-conc_mean_2lg_2lf,test,43.18444444444444,8.306092067398408,5,5,15
20231209-213946,swissprot,relationnet_5w_5s_fc-conc_mean_2lg_1lf,train,85.55111111111113,9.712305037209369,5,5,15
20231209-213946,swissprot,relationnet_5w_5s_fc-conc_mean_2lg_1lf,val,48.50222222222222,11.293901774141238,5,5,15
20231209-213946,swissprot,relationnet_5w_5s_fc-conc_mean_2lg_1lf,test,41.47777777777778,8.120930129784366,5,5,15
20231209-214326,swissprot,relationnet_5w_5s_fc-diff_mean_7lg_2lf,train,78.48,10.586118093819673,5,5,15
20231209-214326,swissprot,relationnet_5w_5s_fc-diff_mean_7lg_2lf,val,61.25111111111112,11.063281722397553,5,5,15
20231209-214326,swissprot,relationnet_5w_5s_fc-diff_mean_7lg_2lf,test,47.486666666666665,8.124961994213105,5,5,15
20231209-214700,swissprot,relationnet_5w_5s_fc-diff_mean_7lg_1lf,train,89.31777777777779,7.998688472740431,5,5,15
20231209-214700,swissprot,relationnet_5w_5s_fc-diff_mean_7lg_1lf,val,58.14666666666667,11.105252677766364,5,5,15
20231209-214700,swissprot,relationnet_5w_5s_fc-diff_mean_7lg_1lf,test,46.891111111111115,7.413301025775592,5,5,15
20231209-215033,swissprot,relationnet_5w_5s_fc-diff_mean_2lg_2lf,train,68.66222222222221,12.821046739879424,5,5,15
20231209-215033,swissprot,relationnet_5w_5s_fc-diff_mean_2lg_2lf,val,55.42222222222222,10.462962307440163,5,5,15
20231209-215033,swissprot,relationnet_5w_5s_fc-diff_mean_2lg_2lf,test,43.562222222222225,8.232963254540694,5,5,15
20231209-215404,swissprot,relationnet_5w_5s_fc-diff_mean_2lg_1lf,train,72.66888888888889,11.864419054727158,5,5,15
20231209-215404,swissprot,relationnet_5w_5s_fc-diff_mean_2lg_1lf,val,58.32666666666667,11.291161407309964,5,5,15
20231209-215404,swissprot,relationnet_5w_5s_fc-diff_mean_2lg_1lf,test,47.66888888888889,7.998888503032819,5,5,15
20231209-215733,swissprot,relationnet_5w_5s_l1_mean_7lg_2lf,train,90.60666666666667,7.231164037230338,5,5,15
20231209-215733,swissprot,relationnet_5w_5s_l1_mean_7lg_2lf,val,65.3911111111111,10.143397536340913,5,5,15
20231209-215733,swissprot,relationnet_5w_5s_l1_mean_7lg_2lf,test,59.76444444444445,6.954513233935762,5,5,15
20231209-220059,swissprot,relationnet_5w_5s_l1_mean_7lg_1lf,train,92.34444444444443,6.997345175577153,5,5,15
20231209-220059,swissprot,relationnet_5w_5s_l1_mean_7lg_1lf,val,61.51555555555556,10.89461890052398,5,5,15
20231209-220059,swissprot,relationnet_5w_5s_l1_mean_7lg_1lf,test,48.551111111111105,7.553756648593655,5,5,15
20231209-220432,swissprot,relationnet_5w_5s_l1_mean_2lg_2lf,train,91.15777777777778,6.671464569805708,5,5,15
20231209-220432,swissprot,relationnet_5w_5s_l1_mean_2lg_2lf,val,65.08,9.510125597955522,5,5,15
20231209-220432,swissprot,relationnet_5w_5s_l1_mean_2lg_2lf,test,59.46888888888889,7.2939951626045625,5,5,15
20231209-220801,swissprot,relationnet_5w_5s_l1_mean_2lg_1lf,train,73.55333333333333,11.566831891231065,5,5,15
20231209-220801,swissprot,relationnet_5w_5s_l1_mean_2lg_1lf,val,60.335555555555544,12.24260905784424,5,5,15
20231209-220801,swissprot,relationnet_5w_5s_l1_mean_2lg_1lf,test,53.10888888888889,7.540114614186028,5,5,15
20231209-221133,swissprot,relationnet_5w_5s_cosine_sum_7lg_2lf,train,67.13777777777779,11.426427241538487,5,5,15
20231209-221133,swissprot,relationnet_5w_5s_cosine_sum_7lg_2lf,val,60.346666666666664,10.43717572128768,5,5,15
20231209-221133,swissprot,relationnet_5w_5s_cosine_sum_7lg_2lf,test,47.62222222222223,7.740960478894236,5,5,15
20231209-221503,swissprot,relationnet_5w_5s_cosine_sum_7lg_1lf,train,74.29777777777777,10.601477651490933,5,5,15
20231209-221503,swissprot,relationnet_5w_5s_cosine_sum_7lg_1lf,val,63.78666666666667,11.63145670950914,5,5,15
20231209-221503,swissprot,relationnet_5w_5s_cosine_sum_7lg_1lf,test,50.10666666666667,8.062011512620757,5,5,15
20231209-221836,swissprot,relationnet_5w_5s_cosine_sum_2lg_2lf,train,71.28888888888888,11.99942385448177,5,5,15
20231209-221836,swissprot,relationnet_5w_5s_cosine_sum_2lg_2lf,val,61.36,10.048439716729195,5,5,15
20231209-221836,swissprot,relationnet_5w_5s_cosine_sum_2lg_2lf,test,47.98222222222222,8.641312200309041,5,5,15
20231209-222203,swissprot,relationnet_5w_5s_cosine_sum_2lg_1lf,train,73.12444444444444,10.95381189640065,5,5,15
20231209-222203,swissprot,relationnet_5w_5s_cosine_sum_2lg_1lf,val,63.142222222222216,11.396383225273006,5,5,15
20231209-222203,swissprot,relationnet_5w_5s_cosine_sum_2lg_1lf,test,51.662222222222226,8.436866775507026,5,5,15
20231209-222532,swissprot,relationnet_5w_5s_euclidean_sum_7lg_2lf,train,88.32666666666667,7.788117254534011,5,5,15
